,ID,Name,Formula,Compartment,Charge
352,pep_c,Phosphoenolpyruvate,C3H2O6P,c,-3
353,acnamp_c,N-Acetylneuraminate 9-Phosphate,C11H17NO12P,c,-3
354,man6p_c,D-Mannose 6-Phosphate,C6H11O9P,c,-2
355,kdnp_c,2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid 9-Phosphate,C9H14O12P,c,-3
356,acnam_c,N-Acetylneuraminate,C11H18NO9,c,-1
357,acnam_l,N-Acetylneuraminate,C11H18NO9,l,-1
358,acnam_n,N-Acetylneuraminate,C11H18NO9,n,-1
359,acngalacglcgal14acglcgalgluside_hs_e,Vi3Neuac-Nlc6Cer,C71H121N4O41,e,-1
360,acngalacglcgal14acglcgalgluside_hs_c,Vi3Neuac-Nlc6Cer,C71H121N4O41,c,-1
361,acngalacglcgal14acglcgalgluside_hs_g,Vi3Neuac-Nlc6Cer,C71H121N4O41,g,-1
362,acmana_c,N-Acetyl-D-Mannosamine,C8H15NO6,c,0
363,2mbcoa_m,2-Methylbutanoyl Coenzyme A,C26H40N7O17P3S,m,-4
364,fad_m,Flavin Adenine Dinucleotide Oxidized,C27H30N9O15P2,m,-3
365,2mb2coa_m,2-Methylcrotonoyl Coenzyme A,C26H38N7O17P3S,m,-4
366,fadh2_m,Flavin Adenine Dinucleotide Reduced,C27H33N9O15P2,m,-2
367,btcoa_m,Butanoyl Coenzyme A,C25H38N7O17P3S,m,-4
368,ivcoa_m,Isovaleryl Coenzyme A,C26H40N7O17P3S,m,-4
369,3mb2coa_m,3-Methylbut-2-Enoyl Coenzyme A,C26H38N7O17P3S,m,-4
370,ibcoa_m,Isobutyryl Coenzyme A,C25H38N7O17P3S,m,-4
371,2mp2coa_m,2-Methylprop-2-Enoyl Coenzyme A,C25H36N7O17P3S,m,-4
372,o2_x,Oxygen,O2,x,0
373,h2o2_x,Hydrogen Peroxide,H2O2,x,0
374,hdd2coa_x,Trans-Hexadec-2-Enoyl Coenzyme A,C37H60N7O17P3S,x,-4
375,acorn_c,N(2)-Acetyl-L-Ornithine,C7H14N2O3,c,0
376,orn_c,Ornithine,C5H13N2O2,c,1
377,cit_m,Citrate,C6H5O7,m,-3
378,icit_m,Isocitric Acid,C6H5O7,m,-3
379,fad_x,Flavin Adenine Dinucleotide Oxidized,C27H30N9O15P2,x,-3
380,fadh2_x,Flavin Adenine Dinucleotide Reduced,C27H33N9O15P2,x,-2
381,dhcholoylcoa_x,"3Alpha,7Alpha-Dihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A",C48H74N7O19P3S,x,-4
382,thcholoylcoa_x,"3Alpha,7Alpha,24-Trihydroxy-5Beta-Cholestanoyl Coenzyme A",C48H76N7O20P3S,x,-4
383,h2o_x,Water,H2O,x,0
384,cholcoas_x,"(25S)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A",C48H76N7O20P3S,x,-4
385,cholcoads_x,"3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A",C48H74N7O20P3S,x,-4
386,fmn_c,Flavin Mononucleotide,C17H18N4O9P,c,-3
387,ribflv_c,Riboflavin,C17H19N4O6,c,-1
388,acrn_c,O-Acetylcarnitine,C9H17NO4,c,0
389,acrn_m,O-Acetylcarnitine,C9H17NO4,m,0
390,amp_c,Adenosine Monophosphate,C10H12N5O7P,c,-2
391,ppi_c,Diphosphate,HO7P2,c,-3
392,ppcoa_c,Propanoyl Coenzyme A,C24H36N7O17P3S,c,-4
393,ppa_c,Propionate,C3H5O2,c,-1
394,ac_m,Acetate,C2H3O2,m,-1
395,Nacsertn_c,N-Acetylserotonin,C12H14N2O2,c,0
396,melatn_c,Melatonin,C13H16N2O2,c,0
397,ac_g,Acetate,C2H3O2,g,-1
398,acetol_c,Hydroxyacetone,C3H6O2,c,0
399,adn_c,Adenosine,C10H13N5O4,c,0
400,ins_c,Inosine,C10H12N4O5,c,0
401,nh4_e,Ammonium,H4N,e,1
402,adn_e,Adenosine,C10H13N5O4,e,0
403,ins_e,Inosine,C10H12N4O5,e,0
404,ade_e,Adenine,C5H5N5,e,0
405,ade_c,Adenine,C5H5N5,c,0
406,gtp_c,Guanosine-5'-Triphosphate,C10H13N5O14P3,c,-3
407,gdp_c,Guanosine-5'-Diphosphate,C10H13N5O11P2,c,-2
408,gtp_m,Guanosine-5'-Triphosphate,C10H13N5O14P3,m,-3
409,gdp_m,Guanosine-5'-Diphosphate,C10H13N5O11P2,m,-2
410,damp_c,Deoxyadenosine Monophosphate,C10H12N5O6P,c,-2
411,datp_c,Deoxyadenosine Triphosphate,C10H13N5O12P3,c,-3
412,dadp_c,Deoxyadenosine Diphosphate,C10H13N5O9P2,c,-2
413,ametam_c,S-Adenosylmethioninamine,C14H25N6O3S,c,3
414,camp_c,"3,5-Cyclic Adenosine Monophosphate",C10H11N5O6P,c,-1
415,adn_m,Adenosine,C10H13N5O4,m,0
416,g1p_c,D-Glucose 1-Phosphate,C6H11O9P,c,-2
417,adpman_c,Adenosine-5'-Diphosphate-D-Mannose,C16H23N5O15P2,c,-2
418,man1p_c,D-Mannose 1-Phosphate,C6H11O9P,c,-2
419,adprib_e,Adenosine-5'-Diphosphate-Ribose,C15H21N5O14P2,e,-2
420,adprib_c,Adenosine-5'-Diphosphate-Ribose,C15H21N5O14P2,c,-2
421,adp_x,Adenosine Diphosphate,C10H13N5O10P2,x,-2
422,adrncoa_c,Adrenoyl Coenzyme A,C43H66N7O17P3S,c,-4
423,adrncoa_x,Adrenoyl Coenzyme A,C43H66N7O17P3S,x,-4
424,crn_c,L-Carnitine,C7H15NO3,c,0
425,adrncrn_c,Ocosatetraenoylcarnitine,C29H49NO4,c,0
426,adrncoa_m,Adrenoyl Coenzyme A,C43H66N7O17P3S,m,-4
427,crn_m,L-Carnitine,C7H15NO3,m,0
428,adrncrn_m,Ocosatetraenoylcarnitine,C29H49NO4,m,0
429,adrnl_e,Adrenaline,C9H14NO3,e,1
430,adrn_e,Adrenic Acid,C22H35O2,e,-1
431,adrn_c,Adrenic Acid,C22H35O2,c,-1
432,aps_c,5-Adenylyl Sulfate,C10H12N5O10PS,c,-2
433,dcamp_c,"N6-(1,2-Dicarboxyethyl)-Adenosine Monophosphate",C14H14N5O11P,c,-4
434,fum_c,Fumarate,C4H2O4,c,-2
435,25aics_c,(S)-2-[5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamido]Succinate,C13H15N4O12P,c,-4
436,aicar_c,5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide,C9H13N4O8P,c,-2
437,aflatoxin_e,Aflatoxin B1,C17H12O6,e,0
438,aflatoxin_c,Aflatoxin B1,C17H12O6,c,0
439,ksii_core4_pre2_g,"Keratan Sulfate Ii Boisynthesis, Precursor 2",C47H76N4O33X,g,-1
440,ksii_core4_pre3_g,"Keratan Sulfate Ii Biosynthesis, Precursor 3",C55H89N5O38X,g,-1
441,ksii_core4_pre4_g,"Keratan Sulfate Ii Biosynthesis, Precursor 4",C61H99N5O43X,g,-1
442,ksii_core4_pre5_g,"Keratan Sulfate Ii Biosynthesis, Precursor 5",C69H112N6O48X,g,-1
443,ksii_core4_pre7_g,"Keratan Sulfate Ii Biosynthesis, Precursor 7",C75H121N6O56SX,g,-2
444,ksii_core4_pre8_g,"Keratan Sulfate Ii Biosynthesis, Precursor 8",C83H134N7O61SX,g,-2
445,ksii_core2_pre2_g,"Keratan Sulfate Ii Biosynthesis, Precursor 2",C39H63N3O28X,g,-1
446,ksii_core2_pre3_g,"Keratan Sulfate Ii Biosynthesis, Precursor 3",C47H76N4O33X,g,-1
447,ksii_core2_pre4_g,"Keratan Sulfate Ii Biosynthesis, Precursor 4",C53H86N4O38X,g,-1
448,ksii_core2_pre5_g,"Keratan Sulfate Ii Biosynthesis, Precursor 5",C61H99N5O43X,g,-1
449,ksii_core2_pre7_g,"Keratan Sulfate Ii Biosynthesis, Precursor 7",C67H108N5O51SX,g,-2
450,ksii_core2_pre8_g,"Keratan Sulfate Ii Biosynthesis, Precursor 8",C75H121N6O56SX,g,-2
451,cdpchol_c,Cytidine-5'-Diphosphatecholine,C14H25N4O11P2,c,-1
452,cmp_c,Cytidine 5'-Monophosphate,C9H12N3O8P,c,-2
453,cdpea_c,Cytidine-5'-Diphosphate-Ethanolamine,C11H19N4O11P2,c,-1
454,Rtotal2_c,R Total 2 Position,,c,0
455,agm_m,Agmatine,C5H16N4,m,2
456,ptrc_m,Putrescine,C4H14N2,m,2
457,urea_m,Urea,CH4N2O,m,0
458,Rtotal2coa_c,R Total 2 Coenzyme A,,c,0
459,alpa_hs_c,Lysophosphatidic Acid,C21H39O7P,c,-2
460,pa_hs_c,Phosphatidate,,c,0
461,ala_L_m,L-Alanine,C3H7NO2,m,0
462,glx_m,Glyoxylate,C2HO3,m,-1
463,gly_m,Glycine,C2H5NO2,m,0
464,pyr_x,Pyruvate,C3H3O3,x,-1
465,ala_L_x,L-Alanine,C3H7NO2,x,0
466,glx_x,Glyoxylate,C2HO3,x,-1
467,gly_x,Glycine,C2H5NO2,x,0
468,ahandrostanglc_c,3Alpha-Hydroxy-5Beta-Androstan-17-One 3-Glucosiduronic Acid,C25H37O8,c,-1
469,ahandrostanglc_e,3Alpha-Hydroxy-5Beta-Androstan-17-One 3-Glucosiduronic Acid,C25H37O8,e,-1
470,ahandrostanglc_r,3Alpha-Hydroxy-5Beta-Androstan-17-One 3-Glucosiduronic Acid,C25H37O8,r,-1
471,ahcys_r,S-Adenosyl-L-Homocysteine,C14H20N6O5S,r,0
472,n2m2nmn_l,Reducing GlcNac Removed Form Of N2M2Nmasn (W/O Peptide),C50H84N4O36,l,0
473,n2m2mn_l,"De-Fuc, Reducing GlcNac Removed, De-Sia, De-Gal Form Of Pa6 (W/O Peptide Linkage)",C42H71N3O31,l,0
474,air_c,5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole,C8H13N3O7P,c,-1
475,5aizc_c,5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxylate,C9H12N3O9P,c,-2
476,succoa_m,Succinyl Coenzyme A,C25H35N7O19P3S,m,-5
477,mal_L_c,(S)-Malate,C4H4O5,c,-2
478,mal_L_m,(S)-Malate,C4H4O5,m,-2
479,akg_e,2-Oxoglutarate,C5H4O5,e,-2
480,akg_x,2-Oxoglutarate,C5H4O5,x,-2
481,prgstrn_c,Progesterone,C21H30O2,c,0
482,aprgstrn_c,(20S)-20-Hydroxypregn-4-En-3-One,C21H32O2,c,0
483,xol7ah_c,7Alpha-Hydroxy-5Beta-Cholestan-3-One,C27H46O2,c,0
484,xol7ah2_c,"5Beta-Cholestane-3Alpha,7Alpha-Diol",C27H48O2,c,0
485,xoldioloneh_c,"7Alpha,12Alpha-Dihydroxy-5Beta-Cholestan-3-One",C27H46O3,c,0
486,xoltriol_c,"5Beta-Cholestane-3Alpha,7Alpha,12Alpha-Triol",C27H48O3,c,0
487,xol7aone_c,7Alpha-Hydroxycholest-4-En-3-One,C27H44O2,c,0
488,xoldiolone_c,"7Alpha,12Alpha-Dihydroxycholest-4-En-3-One",C27H44O3,c,0
489,ala_L_e,L-Alanine,C3H7NO2,e,0
490,ala_L_c,L-Alanine,C3H7NO2,c,0
491,asn_L_c,L-Asparagine,C4H8N2O3,c,0
492,asn_L_e,L-Asparagine,C4H8N2O3,e,0
493,cys_L_c,L-Cysteine,C3H7NO2S,c,0
494,cys_L_e,L-Cysteine,C3H7NO2S,e,0
495,ala_D_e,D-Alanine,C3H7NO2,e,0
496,ala_D_c,D-Alanine,C3H7NO2,c,0
497,gln_L_c,L-Glutamine,C5H10N2O3,c,0
498,gln_L_e,L-Glutamine,C5H10N2O3,e,0
499,gly_c,Glycine,C2H5NO2,c,0
500,gly_e,Glycine,C2H5NO2,e,0
501,ser_L_c,L-Serine,C3H7NO3,c,0
502,ser_L_e,L-Serine,C3H7NO3,e,0
503,thr_L_c,L-Threonine,C4H9NO3,c,0
504,thr_L_e,L-Threonine,C4H9NO3,e,0
505,12ppd_R_c,"(R)-Propane-1,2-Diol",C3H8O2,c,0
506,lald_D_c,(R)-Lactaldehyde,C3H6O2,c,0
507,12ppd_S_c,"(S)-Propane-1,2-Diol",C3H8O2,c,0
508,lald_L_c,(S)-Lactaldehyde,C3H6O2,c,0
509,etoh_c,Ethanol,C2H6O,c,0
510,id3acald_c,Indol-3-Ylacetaldehyde,C10H9NO,c,0
511,ind3ac_c,Indole-3-Acetate,C10H8NO2,c,-1
512,id3acald_m,Indol-3-Ylacetaldehyde,C10H9NO,m,0
513,ind3ac_m,Indole-3-Acetate,C10H8NO2,m,-1
514,pristanal_c,Pristanal,C19H38O,c,0
515,prist_c,Pristanic Acid,C19H37O2,c,-1
516,aldstrn_c,Aldosterone,C21H28O5,c,0
517,aldstrn_e,Aldosterone,C21H28O5,e,0
518,aldstrn_m,Aldosterone,C21H28O5,m,0
519,dhap_c,Dihydroxyacetone Phosphate,C3H5O6P,c,-2
520,arachd_c,Arachidonate,C20H31O2,c,-1
521,12HPET_c,"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",C20H31O4,c,-1
522,15HPET_c,15S-Hydroperoxyeicosatetraenoate,C20H31O4,c,-1
523,5HPET_c,5(S)-Hydroperoxyeicosatetraenoic Acid,C20H31O4,c,-1
524,leuktrA4_c,Leukotriene A4,C20H29O3,c,-1
525,dhcholestancoa_x,"3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanoyl Coenzyme A",C48H76N7O19P3S,x,-4
526,h2o_r,Water,H2O,r,0
527,o2_r,Oxygen,O2,r,0
528,dhcholestancoa_r,"3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanoyl Coenzyme A",C48H76N7O19P3S,r,-4
529,cholcoar_x,"(25R)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A",C48H76N7O20P3S,x,-4
530,cholcoar_r,"(25R)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A",C48H76N7O20P3S,r,-4
531,amuco_c,2-Aminomuconate,C6H6NO4,c,-1
532,amet_r,S-Adenosyl-L-Methionine,C15H24N6O5S,r,2
533,amet_m,S-Adenosyl-L-Methionine,C15H24N6O5S,m,2
534,ahcys_m,S-Adenosyl-L-Homocysteine,C14H20N6O5S,m,0
535,imp_c,Inosine-5'-Monophosphate,C10H11N4O8P,c,-2
536,cgly_e,L-Cysteinylglycine,C5H10N2O3S,e,0
537,amp_x,Adenosine Monophosphate,C10H12N5O7P,x,-2
538,amp_r,Adenosine Monophosphate,C10H12N5O7P,r,-2
539,strch1_e,"Starch, Structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",C66H112O56,e,0
540,glc_D_e,D-Glucose,C6H12O6,e,0
541,strch2_e,"Starch, Structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})",C18H32O16,e,0
542,glygn2_e,"Glycogen, Structure 2 (Glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",C66H111O56X,e,0
543,glygn4_e,"Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",C18H31O16X,e,0
544,andrstrnglc_c,Androsterone 3-Glucosiduronic Acid,C25H37O8,c,-1
545,andrstrnglc_e,Androsterone 3-Glucosiduronic Acid,C25H37O8,e,-1
546,andrstrnglc_r,Androsterone 3-Glucosiduronic Acid,C25H37O8,r,-1
547,andrstrn_e,Androsterone,C19H30O2,e,0
548,andrstrn_c,Androsterone,C19H30O2,c,0
549,andrstrn_r,Androsterone,C19H30O2,r,0
550,antipyrene_e,Antipyrine,C11H12N2O,e,0
551,antipyrene_c,Antipyrine,C11H12N2O,c,0
552,2aobut_m,L-2-Amino-3-Oxobutanoic Acid,C4H7NO3,m,0
553,msa_m,3-Oxopropanoate,C3H3O3,m,-1
554,ala_B_m,Beta-Alanine,C3H7NO2,m,0
555,apnnox_e,Alpha-Pinene Oxide,C10H16O,e,0
556,apnnox_c,Alpha-Pinene Oxide,C10H16O,c,0
557,apoC_c,Apocarboxlase (No Lys Residue),,c,0
558,lys_L_c,L-Lysine,C6H15N2O2,c,1
559,apoC_Lys_c,Apoc-Lysine,,c,0
560,apoC_m,Apocarboxlase (No Lys Residue),,m,0
561,lys_L_m,L-Lysine,C6H15N2O2,m,1
562,apoC_Lys_m,Apoc-Lysine,,m,0
563,apoC_Lys_btn_c,Holocarboxylase (Biotin Covalent Bound To Lys Residue Of Apoc),,c,0
564,biocyt_c,Biocytin,C16H28N4O4S,c,0
565,apoC_Lys_btn_m,Holocarboxylase (Biotin Covalent Bound To Lys Residue Of Apoc),,m,0
566,biocyt_m,Biocytin,C16H28N4O4S,m,0
567,appnn_e,(+)-Alpha-Pinene,C10H16,e,0
568,appnn_c,(+)-Alpha-Pinene,C10H16,c,0
569,aprut_c,N-Acetylputrescine,C6H15N2O,c,1
570,n4abutn_c,4-Acetamidobutanal,C6H11NO2,c,0
571,aqcobal_e,Aquacob(III)Alamin,C62H93CoN13O15P,e,4
572,aqcobal_c,Aquacob(III)Alamin,C62H93CoN13O15P,c,4
573,arab_L_e,L-Arabinose,C5H10O5,e,0
574,arab_L_c,L-Arabinose,C5H10O5,c,0
575,arachcoa_c,Arachidoyl Coenzyme A,C41H70N7O17P3S,c,-4
576,arachcoa_x,Arachidoyl Coenzyme A,C41H70N7O17P3S,x,-4
577,arachcrn_c,Eicosanoylcarnitine,C27H53NO4,c,0
578,arachcoa_m,Arachidoyl Coenzyme A,C41H70N7O17P3S,m,-4
579,arachcrn_m,Eicosanoylcarnitine,C27H53NO4,m,0
580,arachdcoa_c,Arachidonoyl Coenzyme A,C41H62N7O17P3S,c,-4
581,arachdcoa_x,Arachidonoyl Coenzyme A,C41H62N7O17P3S,x,-4
582,arachd_e,Arachidonate,C20H31O2,e,-1
583,arachd_r,Arachidonate,C20H31O2,r,-1
584,arach_e,Arachidic Acid,C20H39O2,e,-1
585,arach_c,Arachidic Acid,C20H39O2,c,-1
586,arg_L_m,L-Arginine,C6H15N4O2,m,1
587,lys_L_e,L-Lysine,C6H15N2O2,e,1
588,arg_L_e,L-Arginine,C6H15N4O2,e,1
589,arg_L_c,L-Arginine,C6H15N4O2,c,1
590,orn_m,Ornithine,C5H13N2O2,m,1
591,argsuc_c,L-Arginosuccinic Acid,C10H17N4O6,c,-1
592,citr_L_c,L-Citrulline,C6H13N3O3,c,0
593,sgalside_hs_l,Sulfatide Galactocerebroside,,l,0
594,galside_hs_l,D-Galactosyl-N-Acylsphingosine,,l,0
595,so4_l,Sulfate,O4S,l,-2
596,Rtotal_c,R Total,CO2FULLR,c,-1
597,Rtotalcoa_c,R Total Coenzyme A,CO2FULLRC21H31N7O15P3S,c,-4
598,Rtotal3coa_c,R Total 3 Coenzyme A,CO2FULLR3C21H31N7O15P3S,c,-4
599,Rtotal3_c,R Total 3 Position,,c,0
600,pmtcoa_c,Palmitoyl Coenzyme A (N-C16:0 Coenzyme A),C37H62N7O17P3S,c,-4
601,hdcoa_c,Palmitoleyl Coenzyme A,C37H60N7O17P3S,c,-4
602,tdcoa_c,Myristoyl Coenzyme A,C35H58N7O17P3S,c,-4
603,lnlncacoa_c,Alpha-Linolenoyl Coenzyme A,C39H60N7O17P3S,c,-4
604,R2coa_hs_c,R Group 2 Coenzyme A,XCO2C21H31N7O15P3S,c,-4
605,lnlncgcoa_c,Gamma-Linolenoyl Coenzyme A,C39H60N7O17P3S,c,-4
606,strdnccoa_c,Stearidonoyl Coenzyme A,C39H58N7O17P3S,c,-4
607,dlnlcgcoa_c,Dihomo-Gamma-Linolenyl Coenzyme A,C41H64N7O17P3S,c,-4
608,tmndnccoa_c,"Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A",C41H60N7O17P3S,c,-4
609,lnlccoa_c,Linoleic Coenzyme A,C39H62N7O17P3S,c,-4
610,clpndcoa_c,"Docosa-7,10,13,16,19-All-Cis-Pentaenoyl Coenzyme A",C43H64N7O17P3S,c,-4
611,dcsptn1coa_c,"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl Coenzyme A",C43H64N7O17P3S,c,-4
612,c226coa_c,Cervonyl Coenzyme A,C43H62N7O17P3S,c,-4
613,stcoa_c,Stearoyl Coenzyme A (N-C18:0 Coenzyme A),C39H66N7O17P3S,c,-4
614,odecoa_c,Octadecenoyl Coenzyme A (N-C18:1 Coenzyme A),C39H64N7O17P3S,c,-4
615,octd11ecoa_c,11-Octadecenoyl Coenzyme A,C39H64N7O17P3S,c,-4
616,lneldccoa_c,"(6Z,9Z)-Octadecadienoyl Coenzyme A",C39H62N7O17P3S,c,-4
617,nrvnccoa_c,Cis-15-Tetracosenoyl Coenzyme A,C45H76N7O17P3S,c,-4
618,od2coa_c,(2E)-Octadecenoyl Coenzyme A,C39H64N7O17P3S,c,-4
619,ttccoa_c,Tetracosanoyl Coenzyme A,C45H78N7O17P3S,c,-4
620,hexccoa_c,Hexacosanoyl Coenzyme A,C47H82N7O17P3S,c,-4
621,eicostetcoa_c,"(8Z,11Z,14Z,17Z)-Eicosatetraenoyl Coenzyme A",C41H62N7O17P3S,c,-4
622,tetpent6coa_c,"Tetracosa-6,9,12,15,18-All-Cis-Pentaenoyl Coenzyme A",C45H68N7O17P3S,c,-4
623,tetpent3coa_c,"(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl Coenzyme A",C45H68N7O17P3S,c,-4
624,tettet6coa_c,"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl Coenzyme A",C45H70N7O17P3S,c,-4
625,tethex3coa_c,"Tetracosa-6,9,12,15,18,21-All-Cis-Hexaenoyl Coenzyme A",C45H66N7O17P3S,c,-4
626,hdd2coa_c,Trans-Hexadec-2-Enoyl Coenzyme A,C37H60N7O17P3S,c,-4
627,pmtcoa_m,Palmitoyl Coenzyme A (N-C16:0 Coenzyme A),C37H62N7O17P3S,m,-4
628,Rtotal3coa_m,R Total 3 Coenzyme A,CO2FULLR3C21H31N7O15P3S,m,-4
629,Rtotal_l,R Total,CO2FULLR,l,-1
630,crm_hs_l,N-Acylsphingosine,,l,0
631,sphings_l,Sphingosine,C18H38NO2,l,1
632,ascb_L_c,L-Ascorbate,C6H7O6,c,-1
633,o2s_c,Superoxide,HO2,c,-1
634,dhdascb_c,Dehydroascorbide,C6H6O6,c,0
635,ascb_L_e,L-Ascorbate,C6H7O6,e,-1
636,nh4_m,Ammonium,H4N,m,1
637,asn_L_m,L-Asparagine,C4H8N2O3,m,0
638,Asn_X_Ser_Thr_l,Protein Asparagine,,l,0
639,cbp_c,Carbamoyl Phosphate,CH2NO5P,c,-2
640,cbasp_c,N-Carbamoyl-L-Aspartate,C5H6N2O5,c,-2
641,asp_D_e,D-Aspartate,C4H6NO4,e,-1
642,asp_D_c,D-Aspartate,C4H6NO4,c,-1
643,k_c,Potassium,K,c,1
644,k_e,Potassium,K,e,1
645,asp_D_x,D-Aspartate,C4H6NO4,x,-1
646,Nacasp_m,N-Acetyl-L-Aspartate,C6H7NO5,m,-2
647,asp_L_e,L-Aspartate,C4H6NO4,e,-1
648,oaa_m,Oxaloacetate,C4H2O5,m,-2
649,atp_r,Adenosine Triphosphate,C10H13N5O13P3,r,-3
650,adp_r,Adenosine Diphosphate,C10H13N5O10P2,r,-2
651,atp_e,Adenosine Triphosphate,C10H13N5O13P3,e,-3
652,pi_e,Orthophosphate,HO4P,e,-2
653,amp_e,Adenosine Monophosphate,C10H12N5O7P,e,-2
654,adp_e,Adenosine Diphosphate,C10H13N5O10P2,e,-2
655,atp_n,Adenosine Triphosphate,C10H13N5O13P3,n,-3
656,atp_x,Adenosine Triphosphate,C10H13N5O13P3,x,-3
657,avite2_e,Alpha-Tocotrienol,C29H44O2,e,0
658,avite2_c,Alpha-Tocotrienol,C29H44O2,c,0
659,gbside_hs_g,Globoside,,g,0
660,ga2_hs_g,Gibberellin A2,,g,0
661,ga1_hs_g,Gibberellin A1,,g,0
662,gm2_hs_g,N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion,,g,0
663,gm1_hs_g,Ganglioside Gm1,,g,0
664,gd2_hs_g,GalNac-Beta1->4(Neuac-Alpha2->8Neuac2->3)Gal-Beta1->4Glc-Beta1->1'Cer,,g,0
665,gd1b_hs_g,Gd1B,,g,0
666,gt2_hs_g,Gt2,,g,0
667,gt1c_hs_g,Gt1C,C77H127N5O46FULLRCO,g,-3
668,galgbside_hs_g,Galactosylgloboside,,g,0
669,acglcgalgluside_hs_g,Lactotriaosylceramide,,g,0
670,galacglcgalgluside_hs_g,D-Glucosylceramide,,g,0
671,gal14acglcgalgluside_hs_g,Lactoneotetraosylceramide,,g,0
672,acglcgal14acglcgalgluside_hs_g,"N-Acetyl-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-Beta-D-Glucosylceramide",,g,0
673,galacglcgal14acglcgalgluside_hs_g,Nlc6Cer,,g,0
674,acglc13galacglcgal14acglcgalgluside_hs_g,Nlc7Cer,C66H115N4O37FULLRCO,g,0
675,galacgalfuc12gal14acglcgalgluside_hs_g,(Gal)3 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1,,g,0
676,galacgalfucgalacglcgal14acglcgalgluside_hs_g,(Gal)4 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1,X,g,0
677,acglcgalacglcgal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (Glcnac)3 (Cer)1,,g,0
678,galacglcgalacglcgal14acglcgalgluside_hs_g,I-Antigen,C72H125N4O42FULLRCO,g,0
679,galacglc13galacglcgal14acglcgalgluside_hs_g,Nlc8Cer,C74H128N4O43,g,0
680,galthcrm_hs_g,Gal-Gal-Gal-Glc-Cer,C42H76NO22FULLRCO,g,0
681,galgalthcrm_hs_g,Gal-Gal-Gal-Gal-Glc-Cer,C48H86NO27FULLRCO,g,0
682,galgalgalthcrm_hs_g,Gal-Gal-Gal-Gal-Gal-Glc-Cer,C54H96NO32FULLRCO,g,0
683,acglcgalgbside_hs_g,GlcNac-Gal Globoside,C58H102N3O32FULLRCO,g,0
684,galacglcgalgbside_hs_g,Gal-GlcNac-Gal Globoside,C64H112N3O37FULLRCO,g,0
685,h2o_g,Water,H2O,g,0
686,gm2a_hs_g,Gm2Alpha,C49H85N3O25FULLRCO,g,-1
687,gm1a_hs_g,Gm1Alpha,,g,0
688,gluside_hs_g,D-Glucosyl-N-Acylsphingosine,,g,0
689,cholcoa_x,Choloyl Coenzyme A,C45H70N7O20P3S,x,-4
690,gchola_x,Glycocholate,C26H42NO6,x,-1
691,taur_x,Taurine,C2H7NO3S,x,0
692,tchola_x,Taurocholic acid,C26H44NO7S,x,-1
693,dgcholcoa_x,Chenodeoxyglycocholoyl Coenzyme A,C45H70N7O19P3S,x,-4
694,dgchol_x,Glycochenodeoxycholate,C26H42NO5,x,-1
695,dcholcoa_x,Chenodeoxycholoyl Coenzyme A,C45H70N7O19P3S,x,-4
696,btn_c,Biotin,C10H15N2O3S,c,-1
697,btamp_c,Biotinyl-5-Adenosine-5'-Monophosphate,C20H27N7O9PS,c,-1
698,btn_m,Biotin,C10H15N2O3S,m,-1
699,btamp_m,Biotinyl-5-Adenosine-5'-Monophosphate,C20H27N7O9PS,m,-1
700,ala_B_c,Beta-Alanine,C3H7NO2,c,0
701,ala_B_e,Beta-Alanine,C3H7NO2,e,0
