,ID,Name,Reaction,Flux,Sensitivity
701,ALDD2y_Neuron,"aldehyde dehydrogenase (acetaldehyde, NADP) Neuron",acald[cN] + h2o[cN] + nadp[cN] --> ac[cN] + 2.0 h[cN] + nadph[cN],0.0,-3.3306690738754696e-16
702,ALR_Neuron,Aldose reductase Neuron,h2o[cN] + mthgxl[cN] + nadp[cN] --> 2.0 h[cN] + nadph[cN] + pyr[cN],0.0,-2.9098113207546605
703,AMETt2m_Neuron,"S-Adenosyl-L-methionine reversible transport, mitochondrial Neuron",ahcys[mN] + amet[cN] <=> ahcys[cN] + amet[mN],0.0,0.0
704,AOBUTDsm_Neuron,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous) Neuron",2aobut[mN] + h[mN] --> aact[mN] + co2[mN],0.0,2.7755575615628914e-16
705,APAT2rm_Neuron,3-Aminopropanoate:2-oxoglutarate aminotransferase (m) Neuron,akg[mN] + ala-B[mN] <=> glu-L[mN] + msa[mN],0.0,-0.0
706,APOC_LYS_BTNPm_Neuron,"proteolysis of apoC-Lys-btn, mitochondrial Neuron",apoC-Lys_btn[mN] + h2o[mN] --> apoC[mN] + biocyt[mN],0.0,4.440892098500626e-16
707,APOCFm_Neuron,"Apocarboxylase formation, mitochondrial Neuron",apoC[mN] + lys-L[mN] --> apoC-Lys[mN] + h2o[mN] + h[mN],0.0,-3.9999999999999702
708,ARGDCm_Neuron,arginine decarboxylase (m) Neuron,arg-L[mN] + h[mN] --> agm[mN] + co2[mN],0.0,4.884981308350689e-15
709,ARGtiDF_Neuron,L-arginine transport via diffusion (extracellular to cytosol) Neuron,arg-L[I] --> arg-L[cN],0.0,0.0
710,ARGtm_Neuron,arginine mitochondrial transport via ornithine carrier Neuron,arg-L[cN] + h[mN] <=> arg-L[mN] + h[cN],0.0,-1.0547118733938987e-15
711,ASNNm_Neuron,L-asparaginase (mitochondrial) Neuron,asn-L[mN] + h2o[mN] --> asp-L[mN] + nh4[mN],0.0,8.881784197001252e-16
712,ASNt4_Neuron,L-asparagine transport in via sodium symport Neuron,asn-L[I] + na1[I] --> asn-L[cN] + na1[cN],0.0,2.1803773584905763
713,ASNtm_Neuron,"L-asparagine transport, mitochondrial Neuron",asn-L[cN] --> asn-L[mN],0.0,0.0
714,ASPGLUm_Neuron,aspartate-glutamate mitochondrial shuttle Neuron,asp-L[mN] + glu-L[cN] + h[cN] --> asp-L[cN] + glu-L[mN] + h[mN],10.802599999999805,2.1094237467877974e-15
715,ASPNATm_Neuron,"aspartate N-acetyltransferase, mitochondrial Neuron",accoa[mN] + asp-L[mN] --> Nacasp[mN] + coa[mN] + h[mN],0.0,1.4988010832439613e-15
716,ASPTA_Neuron,aspartate transaminase Neuron,akg[cN] + asp-L[cN] <=> glu-L[cN] + oaa[cN],10.802599999999805,0.0
717,ASPTAm_Neuron,aspartate transaminase Neuron,akg[mN] + asp-L[mN] <=> glu-L[mN] + oaa[mN],-10.802599999999805,-0.0
718,ATPS4m_Neuron,ATP synthase (four protons for one ATP) Neuron,adp[mN] + 4.0 h[cN] + pi[mN] --> atp[mN] + h2o[mN] + 3.0 h[mN],151.2363999999994,0.0
719,ATPtm_Neuron,"ADP/ATP transporter, mitochondrial Neuron",adp[cN] + atp[mN] --> adp[mN] + atp[cN],151.2363999999994,0.0
720,BACCLm_Neuron,"biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial Neuron",atp[mN] + btn[mN] + h[mN] --> btamp[mN] + ppi[mN],0.0,2.7755575615628914e-17
721,BALAVECSEC_Neuron,B-alanine secretion via secretory vesicle (ATP driven) Neuron,3.0 ala-B[cN] + atp[cN] + h2o[cN] --> adp[cN] + 3.0 ala-B[I] + h[cN] + pi[cN],0.0,3.552713678800501e-15
722,BALAtmr_Neuron,Beta-alanine reversible mitochondrial transport (diffusion) Neuron,ala-B[cN] <=> ala-B[mN],0.0,-0.0
723,BAMPPALDOXm_Neuron,beta-Aminopropion aldehyde:NAD+ oxidoreductase (m) Neuron,bamppald[mN] + h2o[mN] + nad[mN] --> ala-B[mN] + 2.0 h[mN] + nadh[mN],0.0,3.3306690738754696e-16
724,BDHm_Neuron,(R)-3-Hydroxybutanoate:NAD+ oxidoreductase Neuron,bhb[mN] + nad[mN] <=> acac[mN] + h[mN] + nadh[mN],0.0,1.4988010832439613e-15
725,BETALDHxm_Neuron,"betaine-aldehyde dehydrogenase, mitochondrial Neuron",betald[mN] + h2o[mN] + nad[mN] --> glyb[mN] + 2.0 h[mN] + nadh[mN],0.0,-1.1102230246251565e-16
726,BHBt_Neuron,(R)-3-Hydroxybutanoate transport via H+ symport Neuron,bhb[I] + h[I] --> bhb[cN] + h[cN],0.0,-1.767547169811408
727,BHBtm_Neuron,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport Neuron,bhb[cN] + h[cN] <=> bhb[mN] + h[mN],0.0,-1.4432899320127035e-15
728,BTNDm_Neuron,"biotinidase (biotin), mitochondrial Neuron",biocyt[mN] + h2o[mN] --> btn[mN] + lys-L[mN],0.0,8.881784197001252e-16
729,BTNPLm_Neuron,"holocarboxylase synthestase (biotin protein ligase), mitochondrial Neuron",apoC-Lys[mN] + btamp[mN] --> amp[mN] + apoC-Lys_btn[mN] + h[mN],0.0,-5.551115123125783e-17
730,BTNt2_Neuron,Biotin reversible transport via proton symport Neuron,btn[I] + h[I] <=> btn[cN] + h[cN],1.0742779866663812e-14,3.3280069439011436e-31
731,BTNt2m_Neuron,"Biotin reversible transport via proton symport, mitochondria Neuron",btn[cN] + h[cN] <=> btn[mN] + h[mN],0.0,8.326672684688674e-17
732,BTNt4i_Neuron,Biotin uptake (antiport) Neuron,btn[I] + h[cN] --> btn[cN] + h[I],-1.0742779866663812e-14,-1.2989609388114332e-14
733,C160CPT2_Neuron,C160 transport into the mitochondria Neuron,coa[mN] + pmtcrn[mN] --> crn[mN] + pmtcoa[mN],0.0,-18.965471698113213
734,C160CRNt_Neuron,C160 transport into the mitochondria Neuron,pmtcrn[cN] --> pmtcrn[mN],0.0,0.0
735,C204CPT2_Neuron,arachidonic acid transport into the mitochondria Neuron,arachdcrn[mN] + coa[mN] --> arachdcoa[mN] + crn[mN],0.0,-18.965471698113213
736,C226CPT2_Neuron,C226 transport into the mitochondria Neuron,c226crn[mN] + coa[mN] --> c226coa[mN] + crn[mN],0.0,-18.965471698113213
737,C2M26DCOAHLm_Neuron,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m) Neuron",c2m26dcoa[mN] + h2o[mN] <=> 3h26dm5coa[mN],0.0,0.0
738,CATm_Neuron,catalase Neuron,2.0 h2o2[mN] --> 2.0 h2o[mN] + o2[mN],8.182007260267807e-15,-3.4416913763379853e-15
739,CBL2tm_Neuron,"Cob(II)alamine transport, mitochondrial Neuron",cbl2[cN] --> cbl2[mN],0.0,0.0
740,CBLATm_Neuron,"cob(I)alamin adenosyltransferase, mitochondrial Neuron",atp[mN] + cbl1[mN] + h[mN] <=> adocbl[mN] + pppi[mN],0.0,2.7755575615628914e-17
741,CDPDAGtm_Neuron,intracellular transport Neuron,cdpdag_hs[cN] <=> cdpdag_hs[mN],0.0,-0.0
742,CDSm_Neuron,phosphatidate cytidylyltransferase Neuron,ctp[mN] + h[mN] + pa_hs[mN] --> cdpdag_hs[mN] + ppi[mN],0.0,0.0
743,CHSTEROLt3_Neuron,cholesterol intracellular transport Neuron,chsterol[cN] <=> chsterol[mN],0.0,0.0
744,CITRtm_Neuron,citrulline mitochondrial transport via proton antiport Neuron,citr-L[mN] <=> citr-L[cN],0.0,0.0
745,CITtam_Neuron,"citrate transport, mitochondrial Neuron",cit[cN] + mal-L[mN] <=> cit[mN] + mal-L[cN],0.0,-0.0
746,CITtbm_Neuron,"citrate transport, mitochondrial Neuron",cit[cN] + pep[mN] <=> cit[mN] + pep[cN],0.0,3.552713678800501e-15
747,CK_Neuron,ATP Creatine kinase Neuron,atp[mN] + creat[mN] <=> adp[mN] + pcreat[mN],0.0,-0.0
748,CO2t_Neuron,CO2 transporter via diffusion Neuron,co2[I] <=> co2[cN],-32.40779999999986,-0.0
749,CO2tm_Neuron,"CO2 transport (diffusion), mitochondrial Neuron",co2[cN] <=> co2[mN],-32.40779999999986,-0.0
750,COQ3m_Neuron,methyltransferase COQ3 Neuron,2dpmhobq[mN] + amet[mN] --> ahcys[mN] + h[mN] + q10[mN],0.0,-8.3333333333333
751,COQ5m_Neuron,Ubiquinone biosynthesis methyltransferase COQ5 Neuron,2dp6mobq[mN] + amet[mN] --> 2dp6mobq_me[mN] + ahcys[mN] + h[mN],0.0,1.226796442210798e-14
752,COQ6m_Neuron,Ubiquinone biosynthesis monooxgenase COQ6 Neuron,2dp6mep[mN] + o2[mN] --> 2dp6mobq[mN] + h2o[mN],0.0,-6.522560269672795e-15
753,COQ7m_Neuron,Ubiquinone biosynthesis COQ7 Neuron,2dp6mobq_me[mN] + h[mN] + nadph[mN] + o2[mN] --> 2dpmhobq[mN] + h2o[mN] + nadp[mN],0.0,2.7755575615628914e-16
754,COUCOAFm_Neuron,p-coumaroyl-CoA formation Neuron,T4hcinnm[mN] + atp[mN] + coa[mN] --> amp[mN] + coucoa[mN] + ppi[mN],0.0,7.105427357601002e-15
755,CPPPGO_Neuron,coproporphyrinogen oxidase (O2 required) Neuron,cpppg3[cN] + 2.0 h[cN] + o2[cN] --> 2.0 co2[cN] + 2.0 h2o[cN] + pppg9[cN],0.0,9.43689570931383e-15
756,CRNt_Neuron,L-carnitine reversible transport Neuron,crn[I] <=> crn[cN],0.0,0.0
757,CRNtim_Neuron,L-carnitine transport out of mitochondria via diffusion Neuron,crn[mN] --> crn[cN],0.0,0.0
758,CSNAT2m_Neuron,"carnitine O-aceyltransferase, mitochondrial Neuron",coa[mN] + pcrn[mN] <=> crn[mN] + ppcoa[mN],0.0,-0.0
759,CSNATm_Neuron,"carnitine O-aceyltransferase, mitochondrial Neuron",acrn[mN] + coa[mN] <=> accoa[mN] + crn[mN],0.0,-0.0
760,CSm_Neuron,citrate synthase Neuron,accoa[mN] + h2o[mN] + oaa[mN] --> cit[mN] + coa[mN] + h[mN],10.802599999999964,-1.1657341758564144e-15
761,CYANSTm_Neuron,"Cyanide sulfurtransferase, mitochondrial Neuron",cyan[mN] + tsul[mN] --> h[mN] + so3[mN] + tcynt[mN],0.0,2.7478019859472624e-15
762,CYANt_Neuron,Cyanide transport via diffusion (extracellular to cytosol) Neuron,cyan[I] <=> cyan[cN],0.0,0.0
763,CYANtm_Neuron,Cyanide transport via diffusion (mitochondrial) Neuron,cyan[cN] <=> cyan[mN],0.0,0.0
764,CYOOm2_Neuron,"cytochrome c oxidase, mitochondrial Complex IV Neuron",4.0 focytC[mN] + 8.0 h[mN] + o2[mN] --> 4.0 ficytC[mN] + 2.0 h2o[mN] + 4.0 h[cN],32.40779999999987,-4.884981308350689e-15
765,CYOR-u10m_Neuron,"ubiquinol-6 cytochrome c reductase, Complex III Neuron",2.0 ficytC[mN] + 2.0 h[mN] + q10h2[mN] --> 2.0 focytC[mN] + 4.0 h[cN] + q10[mN],64.81559999999978,-1.7763568394002505e-15
766,CYSGLUexR_Neuron,L-cysteine/L-glutamine reversible exchanger Neuron,cys-L[I] + gln-L[cN] --> cys-L[cN] + gln-L[I],0.0,7.105427357601002e-15
767,CYSGLYexR_Neuron,L-cysteine/glycine reversible exchanger Neuron,cys-L[cN] + gly[I] <=> cys-L[I] + gly[cN],-3.477749741756792e-14,0.0
768,CYSO_Neuron,cysteine oxidase Neuron,cys-L[cN] + o2[cN] --> 3sala[cN] + 2.0 h[cN],0.0,5.551115123125783e-16
769,CYSTAm_Neuron,cysteine transaminase (mitochondrial) Neuron,akg[mN] + cys-L[mN] <=> glu-L[mN] + mercppyr[mN],0.0,-0.0
770,CYStec_Neuron,L-cysteine transport via diffusion (extracellular to cytosol) Neuron,cys-L[I] <=> cys-L[cN],2.60341597858027e-14,5.329070518200751e-15
771,CYTK1m_Neuron,"cytidylate kinase (CMP),mitochondrial Neuron",atp[mN] + cmp[mN] <=> adp[mN] + cdp[mN],0.0,-0.0
772,D-LACt2_Neuron,D-lactate transport via proton symport Neuron,h[I] + lac-D[I] <=> h[cN] + lac-D[cN],0.0,3.3280069439011436e-31
773,D-LACtm_Neuron,"D-lactate transport, mitochondrial Neuron",h[cN] + lac-D[cN] <=> h[mN] + lac-D[mN],0.0,-1.1102230246251565e-16
774,DDPGAm_Neuron,"2-dehydro-3-deoxy-phosphogluconate aldolase, mitochondrial Neuron",4h2oglt[mN] <=> glx[mN] + pyr[mN],0.0,-1.7763568394002505e-15
775,DECDPtm_Neuron,"lipid, flip-flop intracellular transport Neuron",decdp[cN] <=> decdp[mN],0.0,0.0
776,DGNSKm_Neuron,deoxyguanosine kinase Neuron,atp[mN] + dgsn[mN] --> adp[mN] + dgmp[mN] + h[mN],0.0,-5.551115123125783e-17
777,DGSNt_Neuron,deoyguanosine transport via diffusion Neuron,dgsn[I] <=> dgsn[cN],0.0,-0.0
778,DGSNtm_Neuron,deoyguanosine transport in mitochondria Neuron,dgsn[cN] <=> dgsn[mN],0.0,-0.0
779,DHDPBMTm_Neuron,dihydroxydecaprenylbenzoate methyltransferase Neuron,3dpdhb[mN] + amet[mN] --> 3dpdhb_me[mN] + ahcys[mN] + h[mN],0.0,1.5709655798445965e-14
780,DHFtm_Neuron,dihydrofolate reversible mitochondrial transport Neuron,dhf[cN] <=> dhf[mN],0.0,0.0
781,DMGDHm_Neuron,"dimethylglycine dehydrogenase, mitochondrial Neuron",dmgly[mN] + fad[mN] + h2o[mN] --> fadh2[mN] + fald[mN] + sarcs[mN],0.0,2.220446049250313e-16
782,DMGtm_Neuron,dimethylglycine transport via diffusion (cytosol to mitochondria) Neuron,dmgly[cN] <=> dmgly[mN],0.0,0.0
783,DPGM_Neuron,Diphosphoglyceromutase Neuron,13dpg[cN] --> 23dpg[cN] + h[cN],0.0,-1.9999999999999551
784,DPGase_Neuron,Diphosphoglycerate phosphatase Neuron,23dpg[cN] + h2o[cN] --> 3pg[cN] + pi[cN],-6.965909330839775e-17,-1.4654943925052066e-14
785,DPHMBDCm_Neuron,3-Decaprenyl-4-hydroxy-5-methoxybenzoate  decarboxylation Neuron,3dpdhb_me[mN] + h[mN] --> 2dp6mep[mN] + co2[mN],0.0,3.0808688933348094e-15
786,DURIK1m_Neuron,"deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial Neuron",atp[mN] + duri[mN] --> adp[mN] + dump[mN] + h[mN],0.0,-1.9999999999999831
787,DURIt_Neuron,deoxyuridine transport via diffusion Neuron,duri[I] <=> duri[cN],0.0,0.0
788,DUTPDPm_Neuron,dUTP diphosphatase Neuron,dutp[mN] + h2o[mN] --> dump[mN] + h[mN] + ppi[mN],0.0,-1.9999999999999853
789,ECOAH12m_Neuron,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria) Neuron,2mp2coa[mN] + h2o[mN] <=> 3hibutcoa[mN],-1.1743200289695877e-28,0.0
790,ECOAH1m_Neuron,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (mitochondria) Neuron,3hbcoa[mN] <=> b2coa[mN] + h2o[mN],0.0,0.0
791,ECOAH9m_Neuron,"2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA), mitochondrial Neuron",2mb2coa[mN] + h2o[mN] <=> 3hmbcoa[mN],3.3239282164113625e-29,-0.0
792,EHGLAT2m_Neuron,"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase 2, mitochondrial Neuron",e4hglu[mN] + oaa[mN] --> 4h2oglt[mN] + asp-L[mN],0.0,0.0
793,EHGLATm_Neuron,"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, mitochondrial Neuron",akg[mN] + e4hglu[mN] --> 4h2oglt[mN] + glu-L[mN],0.0,0.0
794,ENO_Neuron,enolase Neuron,2pg[cN] <=> h2o[cN] + pep[cN],3.7645999999999997,8.881784197001252e-16
795,ETF_Neuron,electron transfer flavoprotein Neuron,etfox[mN] + fadh2[mN] --> etfrd[mN] + fad[mN],10.802599999999964,0.0
796,ETFQO_Neuron,Electron transfer flavoprotein-ubiquinone oxidoreductase Neuron,etfrd[mN] + q10[mN] --> etfox[mN] + q10h2[mN],10.802599999999964,0.0
797,ETOHMO_Neuron,ethanol monooxygenase Neuron,etoh[cN] + h[cN] + nadph[cN] + o2[cN] --> acald[cN] + 2.0 h2o[cN] + nadp[cN],0.0,-12.440377358490533
798,ETOHt_Neuron,ethanol reversible transport Neuron,etoh[I] <=> etoh[cN],0.0,-0.0
799,FALDtm_Neuron,formaldehyde transport via diffusion (mitochondrial) Neuron,fald[mN] <=> fald[cN],0.0,0.0
800,FBA_Neuron,fructose-bisphosphate aldolase Neuron,fdp[cN] <=> dhap[cN] + g3p[cN],1.8822999999999999,0.0
801,FCLTm_Neuron,"Ferrochelatase, mitochondrial Neuron",fe2[mN] + ppp9[mN] --> 2.0 h[mN] + pheme[mN],0.0,-9.103828801926284e-15
802,FE2tm_Neuron,iron (II) transport Neuron,fe2[cN] + h[cN] --> fe2[mN] + h[mN],0.0,0.0
803,FORt2m_Neuron,formate mitochondrial transport Neuron,for[mN] <=> for[cN],-7.847350621349086e-30,-3.3306690738754696e-16
804,FPGS2m_Neuron,"folylpolyglutamate synthetase, mitochondrial Neuron",5thf[mN] + atp[mN] + glu-L[mN] --> 6thf[mN] + adp[mN] + h[mN] + pi[mN],0.0,5.051514762044462e-15
805,FPGS3m_Neuron,"folylpolyglutamate synthetase, mitochondrial Neuron",6thf[mN] + atp[mN] + glu-L[mN] --> 7thf[mN] + adp[mN] + h[mN] + pi[mN],0.0,5.051514762044462e-15
806,FPGS4m_Neuron,"folylpolyglutamate synthetase (DHF), mitochondrial Neuron",4.0 atp[mN] + dhf[mN] + 4.0 glu-L[mN] --> 5dhf[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],0.0,-8.215650382226158e-15
807,FPGS5m_Neuron,"folylpolyglutamate  synthetase (DHF), mitochondrial Neuron",5dhf[mN] + atp[mN] + glu-L[mN] --> 6dhf[mN] + adp[mN] + h[mN] + pi[mN],0.0,1.4988010832439613e-15
808,FPGS6m_Neuron,"folylpolyglutamate synthetase (DHF), mitochondrial Neuron",6dhf[mN] + atp[mN] + glu-L[mN] --> 7dhf[mN] + adp[mN] + h[mN] + pi[mN],0.0,-2.7755575615628914e-16
809,FPGS7m_Neuron,"folylpolyglutamate synthetase (10fthf), mitochondrial Neuron",10fthf[mN] + 4.0 atp[mN] + 4.0 glu-L[mN] --> 10fthf5glu[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],0.0,0.0
810,FPGS8m_Neuron,"folylpolyglutamate synthetase (10fthf), mitochondrial Neuron",10fthf5glu[mN] + atp[mN] + glu-L[mN] --> 10fthf6glu[mN] + adp[mN] + h[mN] + pi[mN],0.0,-7.105427357601002e-15
811,FPGS9m_Neuron,"folylpolyglutamate synthetase (10fthf), mitochondrial Neuron",10fthf6glu[mN] + atp[mN] + glu-L[mN] --> 10fthf7glu[mN] + adp[mN] + h[mN] + pi[mN],0.0,0.0
812,FPGSm_Neuron,"folylpolyglutamate synthetase, mitochondrial Neuron",4.0 atp[mN] + 4.0 glu-L[mN] + thf[mN] --> 5thf[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],0.0,-1.1102230246251565e-15
813,FTHFLm_Neuron,"formate-tetrahydrofolate ligase, mitochondrial Neuron",atp[mN] + for[mN] + thf[mN] <=> 10fthf[mN] + adp[mN] + pi[mN],5.001426880098851e-15,2.7200464103316335e-15
814,FUMSO3tm_Neuron,"Fumarate:sulfite antiport, mitochondrial Neuron",fum[cN] + so3[mN] <=> fum[mN] + so3[cN],0.0,1.7763568394002505e-15
815,FUMSO4tm_Neuron,"Fumarate:sulfate antiport, mitochondrial Neuron",fum[cN] + so4[mN] <=> fum[mN] + so4[cN],0.0,0.0
816,FUMTSULtm_Neuron,"Fumarate:thiosulfate antiport, mitochondrial Neuron",fum[cN] + tsul[mN] <=> fum[mN] + tsul[cN],0.0,0.0
817,FUMm_Neuron,"fumarase, mitochondrial Neuron",fum[mN] + h2o[mN] <=> mal-L[mN],10.802599999999964,-8.881784197001252e-16
818,FUMtm_Neuron,"fumarate transport, mitochondrial Neuron",fum[cN] + pi[mN] <=> fum[mN] + pi[cN],0.0,3.885780586188048e-16
819,G3PD2m_Neuron,"glycerol-3-phosphate dehydrogenase (FAD), mitochondrial Neuron",fad[mN] + glyc3p[cN] --> dhap[cN] + fadh2[mN],0.0,-6.661338147750939e-16
820,G5SDym_Neuron,glutamate-5-semialdehyde dehydrogenase (m) Neuron,glu5p[mN] + h[mN] + nadph[mN] --> glu5sa[mN] + nadp[mN] + pi[mN],0.0,1.1657341758564144e-15
821,G6PDH2r_Neuron,glucose 6-phosphate dehydrogenase Neuron,g6p[cN] + nadp[cN] <=> 6pgl[cN] + h[cN] + nadph[cN],0.0,-1.0547118733938987e-15
822,GAPD_Neuron,glyceraldehyde-3-phosphate dehydrogenase Neuron,g3p[cN] + nad[cN] + pi[cN] <=> 13dpg[cN] + h[cN] + nadh[cN],3.7645999999999997,-1.0547118733938987e-15
823,GCALDDm_Neuron,"Glycolaldehyde dehydrogenase, mitochondrial Neuron",gcald[mN] + h2o[mN] + nad[mN] --> glyclt[mN] + 2.0 h[mN] + nadh[mN],0.0,-1.1102230246251565e-16
824,GCC2am_Neuron,"glycine-cleavage complex (lipoamide), mitochondrial Neuron",gly[mN] + h[mN] + lpam[mN] <=> alpam[mN] + co2[mN],-3.477749741756792e-14,-1.6653345369377348e-16
825,GCC2bim_Neuron,"glycine-cleavage system (lipoamide) irreversible, mitochondrial Neuron",alpam[mN] + thf[mN] --> dhlam[mN] + mlthf[mN] + nh4[mN],-3.477749741756792e-14,0.0
826,GCC2cm_Neuron,"glycine-cleavage complex (lipoamide), mitochondrial Neuron",dhlam[mN] + nad[mN] <=> h[mN] + lpam[mN] + nadh[mN],-3.477749741756792e-14,1.6653345369377348e-16
827,GCCam_Neuron,"glycine-cleavage complex (lipoylprotein), mitochondrial Neuron",gly[mN] + h[mN] + lpro[mN] <=> alpro[mN] + co2[mN],0.0,-1.6653345369377348e-16
828,GCCbim_Neuron,"glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial Neuron",alpro[mN] + thf[mN] --> dhlpro[mN] + mlthf[mN] + nh4[mN],0.0,0.0
829,GCCcm_Neuron,"glycine-cleavage complex (lipoylprotein), mitochondrial Neuron",dhlpro[mN] + nad[mN] <=> h[mN] + lpro[mN] + nadh[mN],0.0,1.6653345369377348e-16
830,GHMT2rm_Neuron,"glycine hydroxymethyltransferase, reversible, mitochondrial Neuron",ser-L[mN] + thf[mN] <=> gly[mN] + h2o[mN] + mlthf[mN],2.3485014265294394e-14,-0.0
831,GHMT3m_Neuron,"glycine hydroxymethyltransferase, mitochondrial Neuron",3htmelys[mN] + h[mN] --> 4tmeabut[mN] + gly[mN],0.0,0.0
832,GLACOm_Neuron,"D-Glucuronolactone:NAD+ oxidoreductase, mitochondrial Neuron",glac[mN] + 2.0 h2o[mN] + nad[mN] --> glcr[mN] + 3.0 h[mN] + nadh[mN],0.0,0.0
833,GLNtm_Neuron,L-glutamine transport via electroneutral transporter Neuron,gln-L[cN] --> gln-L[mN],4.222799999999955,0.0
834,GLU5Km_Neuron,glutamate 5-kinase (m) Neuron,atp[mN] + glu-L[mN] --> adp[mN] + glu5p[mN],0.0,0.0
835,GLUDxm_Neuron,glutamate dehydrogenase (NAD) (mitochondrial) Neuron,glu-L[mN] + h2o[mN] + nad[mN] <=> akg[mN] + h[mN] + nadh[mN] + nh4[mN],1.7904751560243697e-13,-1.1657341758564144e-15
836,GLUDym_Neuron,"glutamate dehydrogenase (NADP), mitochondrial Neuron",glu-L[mN] + h2o[mN] + nadp[mN] --> akg[mN] + h[mN] + nadph[mN] + nh4[mN],0.0,0.49999999999999234
837,GLUNm_Neuron,glutaminase (mitochondrial) Neuron,gln-L[mN] + h2o[mN] --> glu-L[mN] + nh4[mN],4.222799999999955,8.881784197001252e-16
838,GLUTCOADHm_Neuron,glutaryl-CoA dehydrogenase (mitochondria) Neuron,fad[mN] + glutcoa[mN] + h[mN] --> b2coa[mN] + co2[mN] + fadh2[mN],0.0,-7.049916206369744e-15
839,GLUVESSEC_Neuron,L-glutamate secretion via secretory vesicle (ATP driven) Neuron,atp[cN] + glu-L[cN] + h2o[cN] --> adp[cN] + glu-L[I] + h[cN] + pi[cN],4.222799999999955,0.0
840,GLUt2m_Neuron,"L-glutamate reversible transport via proton symport, mitochondrial Neuron",glu-L[cN] + h[cN] <=> glu-L[mN] + h[mN],-4.222799999999776,3.3306690738754696e-16
841,GLYATm_Neuron,glycine C-acetyltransferase Neuron,accoa[mN] + gly[mN] <=> 2aobut[mN] + coa[mN],0.0,0.0
842,GLYCLTDym_Neuron,"Glycolate dehydrogenase (NADP), mitochondrial Neuron",glx[mN] + h[mN] + nadph[mN] --> glyclt[mN] + nadp[mN],0.0,-14.409811320754594
843,GLYCt_Neuron,glycerol transport via channel Neuron,glyc[cN] <=> glyc[I],0.0,0.0
844,GLYCtm_Neuron,glycerol transport Neuron,glyc[cN] <=> glyc[mN],0.0,0.0
845,GLYKm_Neuron,glycerol kinase Neuron,atp[mN] + glyc[mN] --> adp[mN] + glyc3p[mN] + h[mN],0.0,-2.4999999999999636
846,GLYOXm_Neuron,"hydroxyacylglutathione hydrolase, mitochondrial Neuron",h2o[mN] + lgt-S[mN] --> gthrd[mN] + h[mN] + lac-D[mN],0.0,-4.999999999999965
847,GLYtm_Neuron,glycine passive transport to mitochondria Neuron,gly[cN] <=> gly[mN],-2.6520811855055933e-15,3.552713678800501e-15
848,GND_Neuron,phosphogluconate dehydrogenase Neuron,6pgc[cN] + nadp[cN] --> co2[cN] + nadph[cN] + ru5p-D[cN],0.0,-4.440892098500626e-16
849,GTHOm_Neuron,glutathione oxidoreductase Neuron,gthox[mN] + h[mN] + nadph[mN] --> 2.0 gthrd[mN] + nadp[mN],0.0,-5.4999999999999645
850,GTHPm_Neuron,"glutathione peroxidase, mitochondria Neuron",2.0 gthrd[mN] + h2o2[mN] <=> gthox[mN] + 2.0 h2o[mN],0.0,0.0
851,H2CO3Dm_Neuron,carboxylic acid dissociation Neuron,co2[mN] + h2o[mN] <=> h2co3[mN],0.0,0.0
852,H2O2t_Neuron,hydrogen peroxide transport via diffusion Neuron,h2o2[I] <=> h2o2[cN],0.0,-0.0
853,H2O2tm_Neuron,hydrogen peroxide mitochondrial transport Neuron,h2o2[cN] <=> h2o2[mN],0.0,-1.326716514427062e-14
854,H2Ot_Neuron,H2O transport via diffusion Neuron,h2o[I] <=> h2o[cN],0.0,5.974256728737003e-17
855,H2Otm_Neuron,"H2O transport, mitochondrial Neuron",h2o[cN] <=> h2o[mN],-179.42139999999918,-0.0
856,HACD1m_Neuron,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria) Neuron,aacoa[mN] + h[mN] + nadh[mN] <=> 3hbcoa[mN] + nad[mN],0.0,-1.6653345369377348e-16
857,HACD9m_Neuron,"3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial Neuron",3hmbcoa[mN] + nad[mN] <=> 2maacoa[mN] + h[mN] + nadh[mN],3.3239282164113625e-29,1.6653345369377348e-16
858,HBZOPT10m_Neuron,Hydroxybenzoate Decaprenyltransferase Neuron,4hbz[mN] + decdp[mN] --> 3dphb[mN] + ppi[mN],0.0,2.6645352591003757e-15
